record_id,timestamp,category,subcategory,city,device,channel,age,score,amount,is_member,note
1407,2024/5/6 15:51,E,X2,Kobe,desktop,organic,28,67.55,233,FALSE,quick_tunnel
1408,2024/11/15 2:59,A,X2,Nagoya,desktop,referral,68,44.27,7683,FALSE,fuzzy_fox
1409,2024/1/1 13:26,E,X2,Nagoya,desktop,organic,63,34.11,2961,TRUE,bright_sensor
1410,2024/4/13 9:14,C,X1,Tokyo,mobile,organic,55,55.28,4383,FALSE,bright_sensor
1411,2024/1/23 3:05,D,X3,Sapporo,mobile,email,78,76.34,2443,FALSE,bold_sensor
1412,2024/7/23 22:38,A,X1,Sapporo,mobile,organic,19,51.04,1287,TRUE,fuzzy_dataset
1413,2024/4/1 11:16,C,X4,Tokyo,mobile,referral,38,56.78,3760,FALSE,bright_bridge
1414,2024/10/16 1:41,D,X1,Nagoya,mobile,organic,53,46.48,415,FALSE,bold_fox
1415,2024/8/1 12:44,C,X2,Nagoya,mobile,organic,17,42.45,3048,FALSE,fuzzy_dataset
1416,2024/10/13 2:17,A,X4,Fukuoka,tablet,organic,78,59.87,3731,TRUE,bright_tunnel
1417,2024/8/19 17:47,A,X1,Tokyo,mobile,social,51,48.41,1851,FALSE,bright_sensor
1418,2024/6/9 0:15,E,X1,Fukuoka,mobile,organic,33,56.05,2840,FALSE,silent_bridge
1419,2024/11/10 6:04,A,X3,Osaka,mobile,organic,29,57.61,238,TRUE,silent_fox
1420,2024/6/22 20:00,D,X1,Tokyo,desktop,ads,13,55.21,2931,TRUE,bright_dataset
1421,2024/12/12 17:25,E,X4,,mobile,organic,52,58.37,1494,TRUE,silent_fox
1422,2024/12/29 1:35,A,X2,Tokyo,mobile,email,78,37.2,2851,FALSE,calm_sensor
1423,2024/8/2 23:49,A,X4,Tokyo,mobile,social,15,36.29,1915,TRUE,fuzzy_dataset
1424,2024/9/3 5:28,D,X1,Osaka,mobile,ads,40,49.36,1897,TRUE,fuzzy_bridge
1425,2024/4/3 7:36,A,X1,,desktop,ads,57,49.72,2915,FALSE,fuzzy_bridge
1426,2024/10/24 8:13,C,X4,Tokyo,mobile,organic,41,42.17,1554,FALSE,calm_fox
1427,2024/9/2 3:08,D,X4,Kobe,mobile,,56,53.62,1843,FALSE,bold_dataset
1428,2024/11/25 10:22,C,X4,Tokyo,desktop,ads,60,63.62,6645,FALSE,bright_tunnel
1429,2024/4/7 10:59,B,X2,Nagoya,mobile,organic,77,67.81,4583,FALSE,bright_fox
1430,2024/10/14 11:17,D,X2,Kobe,desktop,social,,71.18,1671,TRUE,calm_fox
1431,2024/6/20 15:36,C,X3,Fukuoka,mobile,social,60,30.28,1944,FALSE,fuzzy_tunnel
1432,2024/3/8 14:10,A,X2,Nagoya,desktop,ads,33,32.56,1213,TRUE,bold_dataset
1433,2024/3/3 11:40,C,X1,Sapporo,mobile,organic,23,45.66,1499,TRUE,quick_sensor
1434,2024/7/24 4:36,E,X2,Tokyo,mobile,referral,19,51.2,1556,FALSE,bright_robot
1435,2024/4/26 14:22,D,X3,Tokyo,mobile,email,20,46.42,2155,TRUE,silent_dataset
1436,2024/2/7 4:35,C,X1,Osaka,tablet,ads,68,41.71,278,TRUE,bright_sensor
1437,2024/6/4 21:48,B,X2,Tokyo,mobile,organic,,45.43,1466,FALSE,fuzzy_robot
1438,2024/8/26 7:35,A,X2,Osaka,tablet,organic,45,57.25,1276,FALSE,calm_tunnel
1439,2024/4/26 9:59,A,X1,Tokyo,tablet,organic,54,30.06,4998,TRUE,quick_tunnel
1440,2024/12/14 16:51,A,X1,Kobe,mobile,organic,58,85.15,1927,FALSE,calm_sensor
1441,2024/10/11 12:50,E,X2,Fukuoka,mobile,email,17,50.31,2376,FALSE,bold_robot
1442,2024/7/6 3:31,A,X1,Fukuoka,mobile,organic,70,65.76,1433,FALSE,bright_robot
1443,2024/12/7 3:33,D,X2,Sapporo,tablet,organic,42,41.3,1939,TRUE,silent_fox
1444,2024/6/7 0:50,A,X3,Tokyo,desktop,email,14,58.62,1499,FALSE,calm_bridge
1445,2024/2/20 23:29,B,X4,,mobile,ads,21,51.5,2179,FALSE,quick_tunnel
1446,2024/1/14 1:58,B,X1,Nagoya,mobile,organic,70,62.85,2836,FALSE,calm_tunnel
1447,2024/12/8 9:05,B,X2,Nagoya,desktop,social,76,47.02,623,TRUE,calm_tunnel
1448,2024/12/16 7:37,D,X1,Osaka,mobile,organic,63,73.27,3124,FALSE,silent_fox
1449,2024/9/26 19:49,E,X2,Osaka,mobile,social,35,27.62,902,TRUE,fuzzy_bridge
1450,2024/2/7 14:18,E,X2,Osaka,mobile,organic,76,64.24,6801,FALSE,fuzzy_robot
1451,2024/4/17 4:22,A,X4,Tokyo,mobile,ads,31,51.78,2145,FALSE,bold_robot
1452,2024/1/15 23:51,D,X2,Tokyo,desktop,referral,28,34.73,2352,TRUE,bold_sensor
1453,2024/1/19 16:56,A,X4,Osaka,desktop,organic,64,79.28,2421,TRUE,calm_bridge
1454,2024/3/30 19:32,E,X1,Nagoya,mobile,ads,34,77.73,2045,FALSE,quick_bridge
1455,2024/7/27 19:57,C,X1,Kobe,mobile,organic,47,18.89,1117,FALSE,bold_dataset
1456,2024/1/24 22:02,B,X1,Nagoya,desktop,ads,57,52.65,2357,FALSE,bold_fox
1457,2024/12/25 9:06,A,X2,Sapporo,mobile,organic,24,60.58,2260,FALSE,bold_fox
1458,2024/6/15 2:49,A,X1,Fukuoka,mobile,email,75,56.63,1009,TRUE,silent_fox
1459,2024/4/6 7:17,A,X1,Tokyo,mobile,ads,24,72.73,630,FALSE,bold_bridge
1460,2024/7/7 8:55,E,X1,Nagoya,desktop,ads,79,69.61,3744,FALSE,bright_sensor
1461,2024/10/15 9:45,D,X4,Osaka,tablet,organic,31,53.98,1464,TRUE,silent_dataset
1462,2024/4/24 2:06,E,X4,Nagoya,desktop,ads,40,84.16,1749,TRUE,bright_bridge
1463,2024/1/18 8:13,A,X1,Tokyo,mobile,ads,29,64.05,2268,FALSE,bright_dataset
1464,2024/1/19 14:24,C,X4,Kobe,desktop,organic,49,44.73,1092,TRUE,bold_robot
1465,2024/11/6 23:23,B,X1,Kobe,mobile,referral,13,41.71,2506,TRUE,silent_bridge
1466,2024/2/10 17:37,C,X2,Tokyo,desktop,organic,24,68.65,1813,FALSE,silent_sensor
1467,2024/8/19 23:32,B,X2,Tokyo,mobile,organic,47,38.11,1944,FALSE,bright_bridge
1468,2024/5/20 8:15,B,X2,Tokyo,mobile,referral,59,43.85,4252,FALSE,bright_bridge
1469,2024/10/10 19:03,C,X4,Fukuoka,mobile,organic,77,46.41,2207,TRUE,calm_robot
1470,2024/1/23 2:13,A,X3,Nagoya,mobile,organic,69,55.33,1685,FALSE,silent_fox
1471,2024/11/23 16:39,C,X3,Tokyo,mobile,referral,74,47.1,834,FALSE,calm_sensor
1472,2024/9/11 20:08,D,X3,Fukuoka,desktop,referral,66,30.25,2412,FALSE,quick_dataset
1473,2024/6/12 23:40,A,X3,Osaka,desktop,organic,65,67.43,3639,FALSE,fuzzy_tunnel
1474,2024/3/16 13:29,E,X1,Osaka,desktop,organic,36,43.93,1707,TRUE,calm_robot
1475,2024/12/22 15:45,C,X2,Osaka,mobile,ads,73,80.3,3619,FALSE,silent_bridge
1476,2024/4/20 6:08,D,X1,,mobile,ads,77,54.56,2436,FALSE,silent_bridge
1477,2024/6/28 0:53,D,X3,Osaka,mobile,ads,47,69.01,2082,FALSE,fuzzy_bridge
1478,2024/5/23 20:32,D,X2,Tokyo,mobile,referral,21,59.46,2651,FALSE,silent_sensor
1479,2024/3/25 3:37,D,X3,Osaka,mobile,email,15,69.73,654,TRUE,quick_fox
1480,2024/6/1 1:30,E,X3,Kobe,desktop,social,46,58.56,1482,FALSE,quick_bridge
1481,2024/2/25 7:00,C,X2,Osaka,tablet,organic,55,53.53,1527,FALSE,bright_robot
1482,2024/1/1 14:32,B,X1,Kobe,mobile,organic,50,66.4,1764,FALSE,fuzzy_sensor
1483,2024/4/15 20:20,A,X4,Nagoya,desktop,organic,73,87.29,6085,TRUE,quick_robot
1484,2024/2/10 21:44,C,X2,Sapporo,desktop,organic,48,45.95,2133,TRUE,silent_robot
1485,2024/5/31 9:27,A,X1,Tokyo,mobile,organic,57,61.92,561,TRUE,bold_dataset
1486,2024/11/10 21:49,A,X2,Fukuoka,desktop,social,63,49.92,1214,TRUE,fuzzy_dataset
1487,2024/2/29 8:06,A,X4,Tokyo,mobile,organic,72,57.59,1946,TRUE,fuzzy_tunnel
1488,2024/1/1 10:48,C,X2,Tokyo,mobile,organic,53,50.63,2201,TRUE,bold_dataset
1489,2024/2/10 13:11,A,X4,Tokyo,tablet,ads,50,17.63,93,TRUE,calm_tunnel
1490,2024/7/4 11:32,C,X2,Tokyo,desktop,social,18,47,2817,TRUE,quick_bridge
1491,2024/4/10 7:34,D,X4,Kobe,mobile,organic,56,64.99,2902,FALSE,bright_sensor
1492,2024/6/27 16:02,D,X3,Kobe,mobile,email,25,38.52,801,FALSE,silent_tunnel
1493,2024/1/11 16:12,B,X1,Sapporo,tablet,email,37,63.81,3570,TRUE,bold_tunnel
1494,2024/5/1 13:54,C,X3,Tokyo,mobile,ads,48,52.75,1698,FALSE,bright_dataset
1495,2024/5/29 16:46,C,X2,Fukuoka,tablet,referral,18,47.13,944,FALSE,quick_dataset
1496,2024/6/6 10:25,C,X1,Sapporo,desktop,ads,59,63.59,751,TRUE,calm_sensor
1497,2024/7/20 4:08,D,X3,Tokyo,mobile,organic,31,60.22,2775,FALSE,fuzzy_robot
1498,2024/10/11 21:53,A,X1,Osaka,desktop,ads,47,56.31,1281,TRUE,quick_robot
1499,2024/6/19 12:56,E,X3,,desktop,organic,36,65.24,2371,FALSE,silent_robot
1500,2024/11/3 0:56,A,X4,,desktop,referral,36,53.05,730,TRUE,bold_sensor
1501,2024/7/12 8:28,D,X1,Osaka,mobile,email,39,25.33,1541,FALSE,bright_tunnel
1502,2024/4/5 0:39,C,X2,Sapporo,mobile,organic,16,44.33,2649,TRUE,calm_bridge
1503,2024/3/24 14:11,A,X3,Tokyo,mobile,ads,26,22.93,4164,TRUE,quick_robot
1504,2024/4/27 17:00,D,X1,Osaka,desktop,organic,65,59.86,4469,FALSE,quick_bridge
1505,2024/8/6 1:47,A,X2,Nagoya,desktop,organic,21,63.44,4108,TRUE,bold_sensor
1506,2024/3/29 12:08,D,X2,Sapporo,desktop,referral,46,64.13,9110,FALSE,silent_tunnel
1507,2024/11/29 16:09,C,X1,Kobe,desktop,organic,22,57.34,2397,TRUE,calm_sensor
1508,2024/6/24 3:36,A,X4,Fukuoka,mobile,email,49,64.52,711,FALSE,bold_tunnel
1509,2024/11/11 2:16,A,X2,Nagoya,mobile,organic,56,26.35,1238,FALSE,quick_bridge
1510,2024/9/6 9:20,D,X4,Nagoya,desktop,email,44,48.39,4388,FALSE,calm_sensor
1511,2024/5/1 16:10,B,X3,Nagoya,mobile,organic,64,28.78,1108,FALSE,calm_bridge
1512,2024/3/24 7:29,E,X4,Nagoya,desktop,organic,30,,59,FALSE,silent_tunnel
1513,2024/9/28 12:57,D,X4,Tokyo,mobile,email,50,74.24,1586,TRUE,fuzzy_robot
1514,2024/4/30 17:14,D,X3,Sapporo,mobile,ads,31,66.4,3519,FALSE,fuzzy_bridge
1515,2024/3/31 2:33,B,X2,Sapporo,tablet,organic,47,59.93,1218,FALSE,quick_tunnel
1516,2024/12/5 14:10,D,X2,Osaka,mobile,social,17,47.28,4535,FALSE,bold_sensor
1517,2024/6/25 3:50,E,X4,Fukuoka,mobile,organic,31,35.1,6480,FALSE,calm_dataset
1518,2024/1/18 17:28,A,X2,Nagoya,desktop,organic,60,52.81,2356,FALSE,bright_fox
1519,2024/6/29 14:09,B,X3,Osaka,desktop,ads,65,66.66,7243,FALSE,calm_bridge
1520,2024/6/17 4:20,A,X1,Tokyo,tablet,ads,31,56.15,5423,TRUE,bold_tunnel
1521,2024/11/11 8:21,B,X4,Tokyo,tablet,referral,30,26.21,3596,FALSE,bold_sensor
1522,2024/9/16 17:14,D,X3,Osaka,desktop,email,33,51.57,2590,TRUE,fuzzy_tunnel
1523,2024/3/10 20:17,C,X2,Osaka,mobile,ads,31,21.3,2425,FALSE,bold_fox
1524,2024/2/24 21:58,C,X3,Tokyo,mobile,organic,79,62.06,1858,FALSE,calm_sensor
1525,2024/8/8 7:29,B,X2,Tokyo,desktop,organic,56,39.6,2974,TRUE,fuzzy_bridge
1526,2024/1/18 6:59,A,X1,Tokyo,mobile,organic,38,31.65,265,TRUE,fuzzy_dataset
1527,2024/4/26 10:34,B,X4,Fukuoka,tablet,referral,43,62.27,5586,FALSE,silent_tunnel
1528,2024/2/20 10:40,E,X4,Sapporo,desktop,organic,47,58.39,7327,TRUE,fuzzy_fox
1529,2024/1/8 12:07,C,X4,Osaka,mobile,referral,50,53.49,241,TRUE,calm_tunnel
1530,2024/12/1 8:53,B,X2,Tokyo,mobile,ads,38,82.88,3446,TRUE,bold_fox
1531,2024/2/2 18:49,D,X2,Tokyo,desktop,email,78,59.52,5287,FALSE,bold_fox
1532,2024/1/4 9:06,A,X1,Tokyo,mobile,organic,,40.33,2189,TRUE,quick_bridge
1533,2024/12/6 12:07,B,X3,Osaka,mobile,organic,41,57.79,1787,FALSE,calm_tunnel
1534,2024/3/9 17:42,A,X2,Tokyo,desktop,social,13,45.71,1489,TRUE,fuzzy_dataset
1535,2024/10/25 1:02,E,X4,Tokyo,mobile,ads,45,69,1268,TRUE,bright_robot
1536,2024/1/12 10:02,D,X4,Kobe,mobile,ads,70,54.21,2506,TRUE,quick_sensor
1537,2024/2/26 1:09,C,X1,Osaka,desktop,referral,79,55.7,4510,TRUE,calm_robot
1538,2024/2/10 9:06,A,X4,Fukuoka,desktop,social,44,28.36,302,FALSE,fuzzy_robot
1539,2024/9/14 18:51,A,X1,Tokyo,mobile,organic,,50.92,865,TRUE,silent_fox
1540,2024/8/14 8:30,C,X2,Tokyo,tablet,social,61,49.16,1194,FALSE,fuzzy_sensor
1541,2024/6/22 13:23,B,X2,Kobe,tablet,organic,55,34.64,485,FALSE,calm_fox
1542,2024/3/29 4:45,E,X4,Osaka,mobile,social,77,46.68,3184,TRUE,calm_bridge
1543,2024/2/2 10:24,D,X3,,mobile,organic,46,56.54,2888,TRUE,silent_robot
1544,2024/7/26 18:17,B,X4,Kobe,desktop,organic,13,49.93,3750,FALSE,bold_tunnel
1545,2024/3/25 5:03,D,X3,Nagoya,mobile,organic,73,28.82,189,FALSE,quick_bridge
1546,2024/8/3 10:06,E,X4,Tokyo,desktop,email,58,45.9,3440,FALSE,bright_dataset
1547,2024/9/7 22:13,C,X4,Nagoya,desktop,social,66,42.98,4492,FALSE,fuzzy_dataset
1548,2024/11/6 1:03,C,X4,,mobile,organic,20,52.9,3229,TRUE,fuzzy_robot
1549,2024/6/29 7:18,E,X2,Tokyo,desktop,organic,43,51.28,2057,FALSE,quick_fox
1550,2024/1/2 17:32,A,X2,Tokyo,mobile,organic,43,43.83,1841,FALSE,silent_fox
1551,2024/4/12 10:38,E,X4,Fukuoka,tablet,organic,30,43.24,2691,TRUE,silent_sensor
1552,2024/11/7 11:30,A,X4,Nagoya,mobile,email,69,51.01,2465,FALSE,bright_tunnel
1553,2024/7/13 15:16,C,X4,Tokyo,tablet,organic,25,64.44,1225,FALSE,bold_bridge
1554,2024/8/13 23:28,D,X3,Tokyo,mobile,social,17,54.18,212,FALSE,quick_tunnel
1555,2024/6/16 2:31,C,X4,Sapporo,desktop,social,,71.35,1377,FALSE,bold_bridge
1556,2024/2/29 9:37,C,X3,Kobe,tablet,organic,79,67,6769,TRUE,quick_dataset
1557,2024/11/23 7:07,C,X3,Tokyo,mobile,ads,20,72.45,255,FALSE,fuzzy_tunnel
1558,2024/10/9 2:55,A,X1,Tokyo,mobile,social,51,70.53,2434,FALSE,bold_robot
1559,2024/12/29 5:48,A,X3,Fukuoka,desktop,social,25,73.44,5720,FALSE,calm_robot
1560,2024/11/8 6:06,B,X3,Fukuoka,desktop,referral,39,32.7,3815,FALSE,calm_bridge
1561,2024/4/16 6:19,C,X4,Kobe,mobile,organic,49,59.71,4232,FALSE,bright_fox
1562,2024/4/2 19:20,B,X4,Tokyo,mobile,organic,14,68.27,3906,FALSE,bright_bridge
1563,2024/3/31 16:38,A,X2,Tokyo,desktop,email,29,70.99,491,TRUE,calm_robot
1564,2024/12/1 8:37,E,X2,,mobile,organic,52,38.44,5040,FALSE,quick_bridge
1565,2024/7/22 6:45,B,X4,Tokyo,desktop,referral,13,59.86,5529,FALSE,calm_bridge
1566,2024/6/14 21:02,B,X4,Fukuoka,mobile,referral,46,51.13,660,TRUE,quick_fox
1567,2024/12/19 9:58,B,X1,Tokyo,mobile,ads,53,77.71,1479,TRUE,quick_robot
1568,2024/8/8 5:59,A,X2,Nagoya,desktop,organic,27,29.19,2214,TRUE,quick_tunnel
1569,2024/11/27 22:37,D,X4,Kobe,mobile,organic,23,38.46,1494,FALSE,silent_tunnel
1570,2024/12/25 9:31,B,X1,Kobe,tablet,social,45,22.84,1134,TRUE,calm_sensor
1571,2024/1/29 23:56,A,X4,Nagoya,desktop,organic,61,52.17,1157,FALSE,silent_dataset
1572,2024/5/11 23:03,E,X1,Kobe,mobile,organic,13,83.96,3432,FALSE,bright_sensor
1573,2024/9/24 23:03,D,X1,,mobile,social,35,49.33,4144,FALSE,bold_bridge
1574,2024/10/23 19:16,D,X4,Osaka,mobile,referral,79,51.52,1162,TRUE,calm_fox
1575,2024/2/24 4:43,E,X3,Tokyo,desktop,ads,35,58.25,4125,FALSE,bright_robot
1576,2024/4/26 5:10,E,X3,Kobe,desktop,email,35,48.26,1488,FALSE,bright_fox
1577,2024/7/19 1:59,B,X4,Kobe,desktop,ads,62,55.49,704,FALSE,bright_sensor
1578,2024/10/18 17:06,C,X2,Tokyo,mobile,social,45,55.88,2643,TRUE,fuzzy_fox
1579,2024/2/11 5:35,C,X3,Tokyo,mobile,social,39,37.32,2138,FALSE,silent_tunnel
1580,2024/8/7 6:25,B,X3,Osaka,mobile,organic,65,48.59,2716,FALSE,bold_dataset
1581,2024/4/18 4:50,A,X3,Tokyo,desktop,organic,15,61.13,2684,FALSE,bold_tunnel
1582,2024/3/19 23:16,A,X2,Fukuoka,mobile,organic,60,63.93,2482,FALSE,quick_tunnel
1583,2024/7/7 2:53,D,X3,Tokyo,mobile,referral,38,69.48,1953,FALSE,bold_robot
1584,2024/5/31 2:52,D,X2,Fukuoka,mobile,referral,72,55.03,4061,FALSE,bold_bridge
1585,2024/8/20 0:49,D,X3,Nagoya,mobile,ads,61,55.34,3250,TRUE,quick_fox
1586,2024/4/25 22:29,B,X4,Osaka,desktop,social,76,,1531,FALSE,bold_tunnel
1587,2024/10/27 11:53,A,X2,Tokyo,desktop,ads,21,41.08,1501,FALSE,bright_bridge
1588,2024/1/29 12:13,C,X3,Kobe,tablet,email,25,40.46,446,FALSE,quick_bridge
1589,2024/11/10 14:03,C,X4,Nagoya,mobile,referral,73,48.13,524,FALSE,quick_sensor
1590,2024/1/11 21:21,E,X4,Osaka,desktop,ads,39,30.87,1847,FALSE,quick_fox
1591,2024/9/25 14:26,E,X4,Osaka,mobile,organic,67,56.1,3710,FALSE,bright_robot
1592,2024/5/6 11:09,E,X3,Kobe,desktop,referral,59,65.74,1001,FALSE,fuzzy_bridge
1593,2024/5/19 22:00,E,X2,Fukuoka,desktop,referral,46,39.35,3355,FALSE,silent_robot
1594,2024/1/7 22:44,E,X4,Fukuoka,mobile,,16,56.53,2417,FALSE,calm_sensor
1595,2024/9/13 6:23,C,X3,Nagoya,desktop,email,17,40.56,1057,FALSE,quick_bridge
1596,2024/3/1 9:40,A,X1,Fukuoka,mobile,ads,61,34.75,2199,FALSE,calm_tunnel
1597,2024/8/28 14:12,A,X2,Tokyo,mobile,organic,19,80.83,2135,FALSE,quick_fox
1598,2024/9/21 16:36,B,X2,Sapporo,mobile,email,13,34.97,1098,TRUE,quick_sensor
1599,2024/11/4 12:17,B,X4,Osaka,mobile,organic,27,30.81,3200,FALSE,bright_fox
1600,2024/9/15 10:52,A,X1,Nagoya,desktop,referral,74,53.22,3961,FALSE,bold_robot
1601,2024/4/20 1:08,E,X3,Kobe,desktop,referral,54,54.03,1643,FALSE,fuzzy_tunnel
1602,2024/9/26 13:57,A,X3,Kobe,desktop,organic,61,60.01,769,FALSE,bold_bridge
1603,2024/10/28 11:19,E,X1,Osaka,desktop,ads,56,80.02,4094,FALSE,bright_bridge
1604,2024/4/25 18:15,D,X3,Nagoya,desktop,organic,50,38.34,490,FALSE,calm_bridge
1605,2024/2/15 7:47,C,X4,Fukuoka,mobile,organic,30,41.32,2574,FALSE,bold_fox
1606,2024/11/20 20:34,D,X3,Kobe,mobile,referral,41,74.13,999,FALSE,quick_sensor
1607,2024/2/23 23:57,B,X3,Sapporo,mobile,organic,49,64.09,709,FALSE,fuzzy_robot
1608,2024/8/4 17:57,C,X2,Tokyo,tablet,social,79,62,1351,FALSE,calm_fox
1609,2024/3/27 5:49,A,X1,Tokyo,tablet,organic,73,41.15,2132,FALSE,bold_tunnel
1610,2024/2/15 23:59,E,X1,Fukuoka,desktop,organic,62,66.89,858,TRUE,bold_dataset
1611,2024/10/10 9:23,B,X2,Sapporo,mobile,social,67,62.05,601,TRUE,bold_robot
1612,2024/2/22 10:58,B,X3,Sapporo,mobile,ads,67,52.84,346,FALSE,fuzzy_tunnel
1613,2024/9/1 15:10,D,X1,Nagoya,desktop,referral,57,41.23,5723,FALSE,bright_bridge
1614,2024/9/9 23:30,D,X4,Osaka,mobile,referral,68,51.6,2726,FALSE,quick_robot
1615,2024/1/22 23:35,C,X3,Osaka,desktop,social,17,74.73,1064,FALSE,silent_bridge
1616,2024/3/4 2:59,C,X2,,mobile,organic,14,33.59,2825,FALSE,silent_bridge
1617,2024/10/16 22:37,A,X4,Tokyo,mobile,organic,42,38,2117,TRUE,bold_robot
1618,2024/7/4 3:53,D,X1,Sapporo,desktop,social,16,40.58,3438,TRUE,bright_robot
1619,2024/2/14 7:02,B,X4,Sapporo,tablet,organic,35,43.84,1748,FALSE,bright_robot
1620,2024/12/27 23:56,B,X2,,desktop,referral,26,49.76,3872,TRUE,calm_robot
1621,2024/4/6 17:17,A,X2,Tokyo,mobile,referral,,64.38,1200,FALSE,silent_robot
1622,2024/1/2 11:06,B,X2,Sapporo,mobile,ads,,56.92,2402,FALSE,bold_dataset
1623,2024/12/3 7:41,B,X4,Tokyo,tablet,email,15,50.91,3706,FALSE,bright_robot
1624,2024/1/7 1:14,C,X2,Tokyo,desktop,social,54,54.15,2490,FALSE,calm_fox
1625,2024/7/20 23:25,A,X4,Osaka,mobile,organic,62,59.36,6916,FALSE,calm_bridge
1626,2024/12/28 11:25,A,X2,Tokyo,desktop,referral,34,24.77,3393,FALSE,bright_dataset
1627,2024/7/29 21:36,C,X2,Kobe,mobile,referral,72,66.07,2790,FALSE,bold_fox
1628,2024/8/1 9:26,A,X3,Kobe,mobile,organic,78,37.6,1555,FALSE,calm_bridge
1629,2024/5/21 16:24,D,X3,Tokyo,desktop,social,78,43.35,2440,FALSE,fuzzy_robot
1630,2024/2/16 7:43,E,X2,Fukuoka,desktop,ads,19,55.11,4651,TRUE,calm_dataset
1631,2024/7/28 0:46,B,X1,Osaka,mobile,organic,43,48.87,1400,FALSE,bold_tunnel
1632,2024/11/23 12:22,E,X2,Sapporo,mobile,social,65,57.3,969,FALSE,quick_robot
1633,2024/2/3 6:03,A,X3,Fukuoka,tablet,social,42,52.13,1406,FALSE,fuzzy_robot
1634,2024/11/17 8:07,A,X1,Nagoya,desktop,organic,45,45.66,1345,TRUE,silent_bridge
1635,2024/5/31 11:48,D,X1,Tokyo,desktop,email,34,72.93,3070,FALSE,fuzzy_fox
1636,2024/7/14 17:06,D,X4,Tokyo,mobile,organic,41,60.62,6385,FALSE,bold_sensor
1637,2024/3/1 8:56,D,X1,Osaka,tablet,organic,59,54.53,515,FALSE,silent_bridge
1638,2024/8/14 22:53,A,X2,Kobe,desktop,organic,14,60.39,2162,FALSE,fuzzy_dataset
1639,2024/3/7 13:24,D,X4,Nagoya,mobile,social,66,39.42,861,TRUE,fuzzy_fox
1640,2024/4/9 17:07,B,X2,Osaka,mobile,organic,61,82.62,2654,FALSE,silent_bridge
1641,2024/9/20 9:19,B,X2,Tokyo,desktop,organic,22,33.69,2883,FALSE,bold_bridge
1642,2024/1/19 10:33,A,X1,Kobe,desktop,referral,64,51.7,1350,FALSE,bold_dataset
1643,2024/6/12 5:18,E,X4,Tokyo,desktop,ads,47,45.7,3130,FALSE,quick_fox
1644,2024/8/5 0:24,A,X3,Sapporo,tablet,organic,34,45.13,1170,TRUE,silent_sensor
1645,2024/2/18 4:34,D,X4,Sapporo,desktop,organic,43,43.19,1168,FALSE,quick_bridge
1646,2024/4/17 14:03,C,X4,Tokyo,mobile,email,47,38.42,1020,FALSE,fuzzy_fox
1647,2024/5/5 9:04,D,X2,Tokyo,mobile,referral,27,67.83,1419,FALSE,calm_dataset
1648,2024/8/30 5:19,D,X1,Osaka,desktop,email,53,31.93,2005,TRUE,calm_dataset
1649,2024/12/22 11:58,E,X2,Tokyo,mobile,organic,55,64.75,1839,FALSE,bright_dataset
1650,2024/11/1 5:30,A,X1,Sapporo,mobile,ads,37,59.73,2311,TRUE,silent_robot
1651,2024/3/10 6:20,A,X3,Fukuoka,desktop,email,43,44.29,3018,TRUE,silent_sensor
1652,2024/1/7 15:05,C,X1,Tokyo,mobile,organic,54,57.99,2334,FALSE,quick_tunnel
1653,2024/1/19 22:44,B,X4,Osaka,desktop,organic,46,47.63,5649,TRUE,bright_fox
1654,2024/8/5 10:27,A,X3,Tokyo,mobile,organic,42,33.48,2116,TRUE,fuzzy_fox
1655,2024/2/27 0:50,A,X2,Tokyo,mobile,organic,77,33.64,3518,FALSE,quick_dataset
1656,2024/3/25 10:01,B,X4,Sapporo,mobile,organic,71,59.83,445,FALSE,bold_bridge
1657,2024/11/5 7:09,A,X4,Fukuoka,desktop,social,38,59.05,2312,FALSE,calm_fox
1658,2024/11/14 23:15,A,X2,Sapporo,desktop,ads,,53.63,1822,FALSE,silent_bridge
1659,2024/11/2 5:54,E,X1,Tokyo,mobile,referral,67,44.13,1696,FALSE,bold_bridge
1660,2024/4/2 14:06,B,X2,Nagoya,mobile,organic,20,47.14,4587,TRUE,bright_robot
1661,2024/8/14 4:26,E,X3,Osaka,mobile,referral,52,45.12,7095,FALSE,calm_robot
1662,2024/8/10 22:20,E,X4,Kobe,desktop,ads,66,23.8,3040,FALSE,fuzzy_robot
1663,2024/3/8 14:46,A,X2,Nagoya,tablet,social,,50.92,341,TRUE,fuzzy_bridge
1664,2024/7/21 1:01,D,X3,Kobe,desktop,ads,35,,1293,FALSE,bold_fox
1665,2024/7/10 17:14,C,X2,Tokyo,mobile,email,66,51.01,531,FALSE,silent_dataset
1666,2024/5/24 14:25,D,X1,Osaka,desktop,organic,75,76.54,2266,TRUE,bold_robot
1667,2024/10/1 8:34,A,X2,Sapporo,mobile,ads,79,34.93,2767,TRUE,calm_dataset
1668,2024/9/4 7:57,A,X1,Osaka,mobile,social,53,40.08,405,FALSE,silent_tunnel
1669,2024/7/13 10:03,A,X2,Nagoya,mobile,,15,52,5143,TRUE,bold_fox
1670,2024/9/21 21:44,C,X2,Osaka,mobile,referral,14,53.66,699,TRUE,silent_fox
1671,2024/10/5 12:49,E,X2,Kobe,mobile,social,67,21.48,2675,FALSE,fuzzy_dataset
1672,2024/7/25 22:22,D,X4,Tokyo,desktop,social,62,59.04,5068,FALSE,silent_dataset
